day,mean,std_err
25,2.56,0.4528310943387169
26,2.44,0.4528310943387169
27,2.44,0.4528310943387169
28,2.44,0.4528310943387169
29,2.4,0.4525483399593904
30,2.36,0.4521238768302333
31,2.4,0.44899888641287294
32,2.32,0.4515573053334427
33,2.32,0.4515573053334427
34,2.32,0.4515573053334427
35,2.36,0.4521238768302333
36,2.56,0.486883969750494
37,2.56,0.486883969750494
38,2.68,0.4954836021504647
39,2.64,0.496
40,2.2,0.2592296279363144
41,2.24,0.2609521028848015
42,2.2,0.265329983228432
43,2.12,0.2789695323866031
44,2.08,0.2823898015155647
45,2.08,0.28238980151556464
46,2.12,0.2789695323866031
47,2.12,0.2789695323866032
48,2.16,0.2752744085453641
49,2.12,0.2846471499945151
50,2.04,0.2965400478856102
51,2.04,0.2965400478856103
52,2.04,0.2965400478856103
53,2.04,0.2965400478856102
54,2.04,0.2965400478856103
55,2.28,0.3774440355867345
56,2.24,0.38065207210785024
57,2.24,0.38065207210785024
58,2.2,0.3836665218650176
59,2.16,0.3864919145337972
60,2.08,0.3874841932259947
61,1.84,0.3331306050185122
62,1.8,0.3298484500494129
63,1.68,0.3031567251439427
64,1.68,0.3031567251439428
65,1.68,0.3031567251439428
66,1.56,0.3050508154390018
67,1.56,0.3050508154390019
68,1.64,0.29869047524151154
69,1.76,0.3112812233334995
70,1.88,0.3215960198758685
71,1.8,0.3298484500494129
72,1.88,0.34091641204260026
73,1.88,0.34091641204260026
74,1.96,0.3321686318724271
75,2.0,0.32496153618543844
76,2.08,0.3245674044016127
77,2.04,0.3273163607276605
78,1.92,0.33428131865241884
79,1.88,0.3361904222312111
80,1.6,0.22627416997969524
81,1.64,0.22542404485768594
82,1.64,0.22542404485768594
83,1.64,0.22542404485768594
84,1.64,0.22542404485768594
85,1.64,0.22542404485768594
86,1.64,0.22542404485768594
87,1.6,0.2262741699796952
88,1.56,0.22683915006012526
89,1.56,0.2268391500601252
90,1.52,0.22712111306525426
91,1.56,0.2196724834839357
92,1.52,0.22712111306525426
93,1.48,0.22712111306525426
94,1.36,0.20301724064719232
95,1.2,0.1788854381999832
96,1.24,0.17232527382830412
97,1.12,0.13047605144240074
98,1.16,0.14620533505997652
99,1.16,0.14620533505997652
100,1.16,0.14620533505997652
101,1.08,0.12547509713086494
102,1.12,0.13047605144240074
103,1.2,0.12649110640673514
104,1.24,0.12998461447417534
105,1.2,0.1385640646055102
106,1.16,0.13481839637082174
107,1.16,0.13481839637082174
108,1.16,0.13481839637082174
109,1.12,0.14221111067704945
110,1.12,0.14221111067704945
111,1.24,0.1813725447800741
112,1.28,0.18347751905887544
113,1.28,0.1834775190588754
114,1.24,0.18137254478007414
115,1.24,0.18137254478007414
116,1.32,0.19365949499056329
117,1.44,0.19661129163911206
118,1.44,0.19661129163911206
119,1.44,0.19661129163911206
120,1.48,0.18863721796082555
121,1.48,0.18863721796082555
122,1.44,0.19661129163911206
123,1.36,0.1865904606350496
124,1.32,0.1852133904446436
125,1.32,0.1852133904446436
126,1.32,0.1852133904446436
127,1.28,0.1834775190588754
128,1.24,0.1813725447800741
129,1.2,0.17888543819998318
130,1.28,0.17453939383417144
131,1.28,0.1745393938341714
132,1.28,0.17453939383417144
133,1.28,0.1745393938341714
134,1.28,0.1745393938341714
135,1.24,0.1813725447800741
136,1.12,0.14221111067704945
137,1.04,0.14400000000000002
138,1.04,0.14400000000000002
139,1.04,0.14400000000000002
140,1.0,0.14966629547095767
141,0.88,0.13047605144240074
142,0.76,0.10244998779892557
143,0.72,0.1061319932913728
144,0.68,0.10910545357588684
145,0.64,0.11142710621747297
146,0.64,0.11142710621747297
147,0.68,0.10910545357588686
148,0.64,0.11142710621747297
149,0.6,0.1131370849898476
150,0.56,0.1142628548566856
151,0.52,0.1148216007552586
152,0.48,0.11482160075525855
153,0.48,0.1148216007552586
154,0.48,0.1148216007552586
155,0.4,0.09797958971132713
156,0.36,0.096
157,0.32,0.09329523031752482
158,0.28,0.0897997772825746
159,0.28,0.0897997772825746
160,0.28,0.08979977728257459
161,0.24,0.0854166260162505
162,0.32,0.10910545357588684
163,0.32,0.10910545357588684
164,0.28,0.1061319932913728
165,0.28,0.1061319932913728
166,0.28,0.1061319932913728
167,0.32,0.10910545357588684
168,0.36,0.11142710621747297
169,0.4,0.1131370849898476
170,0.4,0.1131370849898476
171,0.36,0.11142710621747297
172,0.36,0.11142710621747297
173,0.36,0.11142710621747297
174,0.36,0.11142710621747297
175,0.4,0.1131370849898476
176,0.4,0.1131370849898476
