state,good,prop_selling
District of Columbia,Vegetables,0.9545454545454546
District of Columbia,WildHarvested,0.06818181818181818
District of Columbia,Wine,0.06818181818181818
Florida,Bakedgoods,0.9230769230769231
Florida,Beans,0.1987179487179487
Florida,Cheese,0.6538461538461539
Florida,Coffee,0.46794871794871795
Florida,Crafts,0.7371794871794872
Florida,Eggs,0.7564102564102564
Florida,Flowers,0.6217948717948718
Florida,Fruits,0.8076923076923077
Florida,Grains,0.25
Florida,Herbs,0.8782051282051282
Florida,Honey,0.9294871794871795
Florida,Jams,0.9166666666666666
Florida,Juices,0.4230769230769231
Florida,Maple,0.358974358974359
Florida,Meat,0.4935897435897436
Florida,Mushrooms,0.3269230769230769
Florida,Nursery,0.08333333333333333
Florida,Nuts,0.5384615384615384
Florida,PetFood,0.41025641025641024
Florida,Plants,0.7948717948717948
Florida,Poultry,0.42948717948717946
Florida,Prepared,0.8076923076923077
Florida,Seafood,0.5705128205128205
Florida,Soap,0.8141025641025641
Florida,Tofu,0.10256410256410256
Florida,Trees,0.6666666666666666
Florida,Vegetables,0.967948717948718
Florida,WildHarvested,0.23717948717948717
Florida,Wine,0.05128205128205128
Georgia,Bakedgoods,0.9274193548387096
Georgia,Beans,0.12096774193548387
Georgia,Cheese,0.5887096774193549
Georgia,Coffee,0.3790322580645161
Georgia,Crafts,0.6370967741935484
Georgia,Eggs,0.7903225806451613
Georgia,Flowers,0.6774193548387096
Georgia,Fruits,0.8225806451612904
Georgia,Grains,0.22580645161290322
Georgia,Herbs,0.7983870967741935
Georgia,Honey,0.9193548387096774
Georgia,Jams,0.9032258064516129
Georgia,Juices,0.29838709677419356
Georgia,Maple,0.1532258064516129
Georgia,Meat,0.5725806451612904
Georgia,Mushrooms,0.3064516129032258
Georgia,Nursery,0.03225806451612903
Georgia,Nuts,0.43548387096774194
Georgia,PetFood,0.25806451612903225
Georgia,Plants,0.6129032258064516
Georgia,Poultry,0.41935483870967744
Georgia,Prepared,0.5483870967741935
Georgia,Seafood,0.25806451612903225
Georgia,Soap,0.8064516129032258
Georgia,Tofu,0.056451612903225805
Georgia,Trees,0.3709677419354839
Georgia,Vegetables,0.9274193548387096
Georgia,WildHarvested,0.21774193548387097
Georgia,Wine,0.03225806451612903
Idaho,Bakedgoods,0.918918918918919
Idaho,Beans,0.05405405405405406
Idaho,Cheese,0.5135135135135135
Idaho,Coffee,0.24324324324324326
Idaho,Crafts,0.8648648648648649
Idaho,Eggs,0.6756756756756757
Idaho,Flowers,0.7567567567567568
Idaho,Fruits,0.6216216216216216
Idaho,Grains,0.1891891891891892
Idaho,Herbs,0.918918918918919
Idaho,Honey,0.8648648648648649
Idaho,Jams,0.8918918918918919
Idaho,Juices,0.13513513513513514
Idaho,Maple,0.13513513513513514
Idaho,Meat,0.5135135135135135
Idaho,Mushrooms,0.10810810810810811
Idaho,Nursery,0.10810810810810811
Idaho,Nuts,0.2702702702702703
Idaho,PetFood,0.08108108108108109
Idaho,Plants,0.8108108108108109
Idaho,Poultry,0.24324324324324326
Idaho,Prepared,0.8648648648648649
Idaho,Seafood,0.10810810810810811
Idaho,Soap,0.8918918918918919
Idaho,Tofu,0.0
Idaho,Trees,0.32432432432432434
Idaho,Vegetables,0.972972972972973
Idaho,WildHarvested,0.13513513513513514
Idaho,Wine,0.24324324324324326
Illinois,Bakedgoods,0.9267015706806283
Illinois,Beans,0.16753926701570682
Illinois,Cheese,0.5287958115183246
Illinois,Coffee,0.4083769633507853
Illinois,Crafts,0.5968586387434555
Illinois,Eggs,0.6335078534031413
Illinois,Flowers,0.7225130890052356
Illinois,Fruits,0.8219895287958116
Illinois,Grains,0.18848167539267016
Illinois,Herbs,0.8010471204188482
Illinois,Honey,0.7801047120418848
Illinois,Jams,0.7696335078534031
Illinois,Juices,0.225130890052356
Illinois,Maple,0.28272251308900526
Illinois,Meat,0.581151832460733
Illinois,Mushrooms,0.2931937172774869
Illinois,Nursery,0.04712041884816754
Illinois,Nuts,0.2774869109947644
Illinois,PetFood,0.32460732984293195
Illinois,Plants,0.7172774869109948
Illinois,Poultry,0.49214659685863876
Illinois,Prepared,0.6335078534031413
Illinois,Seafood,0.21465968586387435
Illinois,Soap,0.6963350785340314
Illinois,Tofu,0.09947643979057591
Illinois,Trees,0.2617801047120419
Illinois,Vegetables,0.9581151832460733
Illinois,WildHarvested,0.13612565445026178
Illinois,Wine,0.06806282722513089
Indiana,Bakedgoods,0.9791666666666666
Indiana,Beans,0.125
Indiana,Cheese,0.5277777777777778
Indiana,Coffee,0.4444444444444444
Indiana,Crafts,0.8055555555555556
Indiana,Eggs,0.7569444444444444
Indiana,Flowers,0.7708333333333334
Indiana,Fruits,0.8541666666666666
Indiana,Grains,0.1875
Indiana,Herbs,0.7708333333333334
Indiana,Honey,0.8958333333333334
Indiana,Jams,0.8611111111111112
Indiana,Juices,0.19444444444444445
Indiana,Maple,0.5416666666666666
Indiana,Meat,0.6458333333333334
Indiana,Mushrooms,0.2222222222222222
Indiana,Nursery,0.034722222222222224
Indiana,Nuts,0.24305555555555555
Indiana,PetFood,0.2986111111111111
Indiana,Plants,0.8888888888888888
Indiana,Poultry,0.4375
Indiana,Prepared,0.6319444444444444
Indiana,Seafood,0.10416666666666667
Indiana,Soap,0.8333333333333334
Indiana,Tofu,0.006944444444444444
Indiana,Trees,0.2569444444444444
Indiana,Vegetables,0.9861111111111112
Indiana,WildHarvested,0.1736111111111111
Indiana,Wine,0.08333333333333333
Iowa,Bakedgoods,0.9801980198019802
Iowa,Beans,0.06930693069306931
Iowa,Cheese,0.22772277227722773
Iowa,Coffee,0.24752475247524752
Iowa,Crafts,0.8415841584158416
Iowa,Eggs,0.8217821782178217
Iowa,Flowers,0.7326732673267327
Iowa,Fruits,0.7821782178217822
Iowa,Grains,0.09900990099009901
Iowa,Herbs,0.8118811881188119
Iowa,Honey,0.8316831683168316
Iowa,Jams,0.9207920792079208
Iowa,Juices,0.1485148514851485
Iowa,Maple,0.18811881188118812
Iowa,Meat,0.4752475247524752
Iowa,Mushrooms,0.1188118811881188
Iowa,Nursery,0.06930693069306931
Iowa,Nuts,0.37623762376237624
Iowa,PetFood,0.18811881188118812
Iowa,Plants,0.8118811881188119
Iowa,Poultry,0.3069306930693069
Iowa,Prepared,0.5346534653465347
Iowa,Seafood,0.0594059405940594
Iowa,Soap,0.6534653465346535
Iowa,Tofu,0.009900990099009901
Iowa,Trees,0.15841584158415842
Iowa,Vegetables,0.9801980198019802
Iowa,WildHarvested,0.10891089108910891
Iowa,Wine,0.2079207920792079
Kansas,Bakedgoods,0.948051948051948
Kansas,Beans,0.06493506493506493
Kansas,Cheese,0.15584415584415584
Kansas,Coffee,0.22077922077922077
Kansas,Crafts,0.6883116883116883
Kansas,Eggs,0.7922077922077922
Kansas,Flowers,0.6233766233766234
Kansas,Fruits,0.7662337662337663
Kansas,Grains,0.18181818181818182
Kansas,Herbs,0.7142857142857143
Kansas,Honey,0.8181818181818182
Kansas,Jams,0.8961038961038961
Kansas,Juices,0.15584415584415584
Kansas,Maple,0.07792207792207792
Kansas,Meat,0.4935064935064935
Kansas,Mushrooms,0.12987012987012986
Kansas,Nursery,0.012987012987012988
Kansas,Nuts,0.3116883116883117
Kansas,PetFood,0.15584415584415584
Kansas,Plants,0.6233766233766234
Kansas,Poultry,0.2987012987012987
Kansas,Prepared,0.4935064935064935
Kansas,Seafood,0.0
Kansas,Soap,0.5844155844155844
Kansas,Tofu,0.0
Kansas,Trees,0.16883116883116883
Kansas,Vegetables,0.948051948051948
Kansas,WildHarvested,0.1038961038961039
Kansas,Wine,0.07792207792207792
Kentucky,Bakedgoods,0.8631578947368421
Kentucky,Beans,0.17894736842105263
Kentucky,Cheese,0.3157894736842105
Kentucky,Coffee,0.18947368421052632
Kentucky,Crafts,0.6631578947368421
Kentucky,Eggs,0.8
Kentucky,Flowers,0.6631578947368421
Kentucky,Fruits,0.8631578947368421
Kentucky,Grains,0.11578947368421053
Kentucky,Herbs,0.7894736842105263
Kentucky,Honey,0.8947368421052632
Kentucky,Jams,0.8421052631578947
Kentucky,Juices,0.14736842105263157
Kentucky,Maple,0.29473684210526313
Kentucky,Meat,0.5684210526315789
Kentucky,Mushrooms,0.16842105263157894
Kentucky,Nursery,0.08421052631578947
Kentucky,Nuts,0.21052631578947367
Kentucky,PetFood,0.14736842105263157
Kentucky,Plants,0.7578947368421053
Kentucky,Poultry,0.42105263157894735
Kentucky,Prepared,0.3684210526315789
Kentucky,Seafood,0.10526315789473684
Kentucky,Soap,0.7157894736842105
Kentucky,Tofu,0.0
Kentucky,Trees,0.29473684210526313
Kentucky,Vegetables,0.968421052631579
Kentucky,WildHarvested,0.08421052631578947
Kentucky,Wine,0.15789473684210525
Louisiana,Bakedgoods,0.8421052631578947
Louisiana,Beans,0.15789473684210525
Louisiana,Cheese,0.42105263157894735
Louisiana,Coffee,0.2982456140350877
Louisiana,Crafts,0.5789473684210527
Louisiana,Eggs,0.7368421052631579
Louisiana,Flowers,0.47368421052631576
Louisiana,Fruits,0.7894736842105263
Louisiana,Grains,0.19298245614035087
Louisiana,Herbs,0.7192982456140351
Louisiana,Honey,0.8421052631578947
Louisiana,Jams,0.8947368421052632
Louisiana,Juices,0.22807017543859648
Louisiana,Maple,0.03508771929824561
Louisiana,Meat,0.3333333333333333
Louisiana,Mushrooms,0.15789473684210525
Louisiana,Nursery,0.08771929824561403
Louisiana,Nuts,0.3508771929824561
Louisiana,PetFood,0.15789473684210525
Louisiana,Plants,0.6666666666666666
Louisiana,Poultry,0.3157894736842105
Louisiana,Prepared,0.6491228070175439
Louisiana,Seafood,0.43859649122807015
Louisiana,Soap,0.6842105263157895
Louisiana,Tofu,0.07017543859649122
Louisiana,Trees,0.40350877192982454
Louisiana,Vegetables,1.0
Louisiana,WildHarvested,0.24561403508771928
Louisiana,Wine,0.17543859649122806
Maine,Bakedgoods,0.8787878787878788
Maine,Beans,0.2878787878787879
Maine,Cheese,0.7878787878787878
Maine,Coffee,0.2878787878787879
Maine,Crafts,0.6818181818181818
Maine,Eggs,0.8333333333333334
Maine,Flowers,0.8181818181818182
Maine,Fruits,0.7878787878787878
Maine,Grains,0.16666666666666666
Maine,Herbs,0.9393939393939394
Maine,Honey,0.6818181818181818
Maine,Jams,0.8484848484848485
Maine,Juices,0.24242424242424243
Maine,Maple,0.7878787878787878
Maine,Meat,0.8636363636363636
Maine,Mushrooms,0.2727272727272727
Maine,Nursery,0.06060606060606061
Maine,Nuts,0.030303030303030304
Maine,PetFood,0.10606060606060606
Maine,Plants,0.7424242424242424
Maine,Poultry,0.5757575757575758
Maine,Prepared,0.5757575757575758
Maine,Seafood,0.3181818181818182
Maine,Soap,0.7575757575757576
Maine,Tofu,0.030303030303030304
Maine,Trees,0.21212121212121213
Maine,Vegetables,0.9242424242424242
Maine,WildHarvested,0.25757575757575757
Maine,Wine,0.18181818181818182
Maryland,Bakedgoods,0.9652173913043478
Maryland,Beans,0.06956521739130435
Maryland,Cheese,0.46956521739130436
Maryland,Coffee,0.34782608695652173
Maryland,Crafts,0.5652173913043478
Maryland,Eggs,0.8782608695652174
Maryland,Flowers,0.7130434782608696
Maryland,Fruits,0.7739130434782608
Maryland,Grains,0.05217391304347826
Maryland,Herbs,0.8260869565217391
Maryland,Honey,0.8
Maryland,Jams,0.8347826086956521
Maryland,Juices,0.25217391304347825
Maryland,Maple,0.16521739130434782
Maryland,Meat,0.6173913043478261
Maryland,Mushrooms,0.22608695652173913
Maryland,Nursery,0.14782608695652175
Maryland,Nuts,0.24347826086956523
Maryland,PetFood,0.16521739130434782
Maryland,Plants,0.7652173913043478
Maryland,Poultry,0.591304347826087
Maryland,Prepared,0.6260869565217392
Maryland,Seafood,0.24347826086956523
Maryland,Soap,0.7217391304347827
Maryland,Tofu,0.043478260869565216
Maryland,Trees,0.2
Maryland,Vegetables,0.9739130434782609
Maryland,WildHarvested,0.11304347826086956
Maryland,Wine,0.33043478260869563
Massachusetts,Bakedgoods,0.8833333333333333
Massachusetts,Beans,0.075
Massachusetts,Cheese,0.5833333333333334
Massachusetts,Coffee,0.4166666666666667
Massachusetts,Crafts,0.5541666666666667
Massachusetts,Eggs,0.8291666666666667
Massachusetts,Flowers,0.6208333333333333
Massachusetts,Fruits,0.8208333333333333
Massachusetts,Grains,0.08333333333333333
Massachusetts,Herbs,0.7291666666666666
Massachusetts,Honey,0.8208333333333333
Massachusetts,Jams,0.775
Massachusetts,Juices,0.2833333333333333
Massachusetts,Maple,0.65
Massachusetts,Meat,0.65
Massachusetts,Mushrooms,0.22083333333333333
Massachusetts,Nursery,0.075
Massachusetts,Nuts,0.1375
Massachusetts,PetFood,0.225
Massachusetts,Plants,0.5291666666666667
Massachusetts,Poultry,0.5791666666666667
Massachusetts,Prepared,0.6458333333333334
Massachusetts,Seafood,0.4041666666666667
Massachusetts,Soap,0.6541666666666667
Massachusetts,Tofu,0.05
Massachusetts,Trees,0.1
Massachusetts,Vegetables,0.9583333333333334
Massachusetts,WildHarvested,0.12083333333333333
Massachusetts,Wine,0.2875
Michigan,Bakedgoods,0.9201680672268907
Michigan,Beans,0.18907563025210083
Michigan,Cheese,0.4579831932773109
Michigan,Coffee,0.3487394957983193
Michigan,Crafts,0.6890756302521008
Michigan,Eggs,0.7647058823529411
Michigan,Flowers,0.773109243697479
Michigan,Fruits,0.8487394957983193
Michigan,Grains,0.13445378151260504
Michigan,Herbs,0.819327731092437
Michigan,Honey,0.8529411764705882
Michigan,Jams,0.8445378151260504
Michigan,Juices,0.18067226890756302
Michigan,Maple,0.726890756302521
Michigan,Meat,0.44537815126050423
Michigan,Mushrooms,0.25210084033613445
Michigan,Nursery,0.037815126050420166
Michigan,Nuts,0.20588235294117646
Michigan,PetFood,0.18907563025210083
Michigan,Plants,0.7563025210084033
Michigan,Poultry,0.42016806722689076
Michigan,Prepared,0.6134453781512605
Michigan,Seafood,0.20168067226890757
Michigan,Soap,0.7394957983193278
Michigan,Tofu,0.046218487394957986
Michigan,Trees,0.3067226890756303
Michigan,Vegetables,0.9243697478991597
Michigan,WildHarvested,0.18487394957983194
Michigan,Wine,0.14705882352941177
Minnesota,Bakedgoods,0.8188976377952756
Minnesota,Beans,0.09448818897637795
Minnesota,Cheese,0.28346456692913385
Minnesota,Coffee,0.2755905511811024
Minnesota,Crafts,0.6535433070866141
Minnesota,Eggs,0.7007874015748031
Minnesota,Flowers,0.6929133858267716
Minnesota,Fruits,0.7086614173228346
Minnesota,Grains,0.16535433070866143
Minnesota,Herbs,0.7559055118110236
Minnesota,Honey,0.7086614173228346
Minnesota,Jams,0.8503937007874016
Minnesota,Juices,0.12598425196850394
Minnesota,Maple,0.5590551181102362
Minnesota,Meat,0.4015748031496063
Minnesota,Mushrooms,0.14960629921259844
Minnesota,Nursery,0.047244094488188976
Minnesota,Nuts,0.11023622047244094
Minnesota,PetFood,0.07874015748031496
Minnesota,Plants,0.6456692913385826
Minnesota,Poultry,0.44881889763779526
Minnesota,Prepared,0.5039370078740157
Minnesota,Seafood,0.15748031496062992
Minnesota,Soap,0.6062992125984252
Minnesota,Tofu,0.015748031496062992
Minnesota,Trees,0.1968503937007874
Minnesota,Vegetables,0.937007874015748
Minnesota,WildHarvested,0.12598425196850394
Minnesota,Wine,0.007874015748031496
Mississippi,Bakedgoods,0.8666666666666667
Mississippi,Beans,0.044444444444444446
Mississippi,Cheese,0.5333333333333333
Mississippi,Coffee,0.3111111111111111
Mississippi,Crafts,0.5777777777777777
Mississippi,Eggs,0.6666666666666666
Mississippi,Flowers,0.7555555555555555
Mississippi,Fruits,0.7777777777777778
Mississippi,Grains,0.1111111111111111
Mississippi,Herbs,0.8222222222222222
Mississippi,Honey,0.8222222222222222
Mississippi,Jams,0.9111111111111111
Mississippi,Juices,0.1111111111111111
Mississippi,Maple,0.022222222222222223
Mississippi,Meat,0.28888888888888886
Mississippi,Mushrooms,0.13333333333333333
Mississippi,Nursery,0.06666666666666667
Mississippi,Nuts,0.4666666666666667
Mississippi,PetFood,0.13333333333333333
Mississippi,Plants,0.7555555555555555
Mississippi,Poultry,0.1111111111111111
Mississippi,Prepared,0.5111111111111111
Mississippi,Seafood,0.1111111111111111
Mississippi,Soap,0.6888888888888889
Mississippi,Tofu,0.0
Mississippi,Trees,0.37777777777777777
Mississippi,Vegetables,1.0
Mississippi,WildHarvested,0.13333333333333333
Mississippi,Wine,0.0
Missouri,Bakedgoods,0.8975903614457831
Missouri,Beans,0.07228915662650602
Missouri,Cheese,0.21084337349397592
Missouri,Coffee,0.19879518072289157
Missouri,Crafts,0.7530120481927711
Missouri,Eggs,0.7951807228915663
Missouri,Flowers,0.6566265060240963
Missouri,Fruits,0.7771084337349398
Missouri,Grains,0.09036144578313253
Missouri,Herbs,0.7771084337349398
Missouri,Honey,0.7831325301204819
Missouri,Jams,0.8433734939759037
Missouri,Juices,0.04819277108433735
Missouri,Maple,0.09036144578313253
Missouri,Meat,0.46987951807228917
Missouri,Mushrooms,0.10240963855421686
Missouri,Nursery,0.12650602409638553
Missouri,Nuts,0.21686746987951808
Missouri,PetFood,0.10843373493975904
Missouri,Plants,0.7771084337349398
Missouri,Poultry,0.3132530120481928
Missouri,Prepared,0.5301204819277109
Missouri,Seafood,0.03614457831325301
Missouri,Soap,0.7349397590361446
Missouri,Tofu,0.006024096385542169
Missouri,Trees,0.21084337349397592
Missouri,Vegetables,0.9457831325301205
Missouri,WildHarvested,0.10843373493975904
Missouri,Wine,0.04819277108433735
Montana,Bakedgoods,0.9615384615384616
Montana,Beans,0.07692307692307693
Montana,Cheese,0.2692307692307692
Montana,Coffee,0.34615384615384615
Montana,Crafts,0.8653846153846154
Montana,Eggs,0.8269230769230769
Montana,Flowers,0.6730769230769231
Montana,Fruits,0.7307692307692307
Montana,Grains,0.15384615384615385
Montana,Herbs,0.75
Montana,Honey,0.6538461538461539
Montana,Jams,0.8653846153846154
Montana,Juices,0.17307692307692307
Montana,Maple,0.07692307692307693
Montana,Meat,0.36538461538461536
Montana,Mushrooms,0.057692307692307696
Montana,Nursery,0.19230769230769232
Montana,Nuts,0.1346153846153846
Montana,PetFood,0.23076923076923078
Montana,Plants,0.7115384615384616
Montana,Poultry,0.2692307692307692
Montana,Prepared,0.5769230769230769
Montana,Seafood,0.09615384615384616
Montana,Soap,0.75
Montana,Tofu,0.0
Montana,Trees,0.3076923076923077
Montana,Vegetables,0.9615384615384616
Montana,WildHarvested,0.1346153846153846
Montana,Wine,0.11538461538461539
Nebraska,Bakedgoods,0.9272727272727272
Nebraska,Beans,0.07272727272727272
Nebraska,Cheese,0.21818181818181817
Nebraska,Coffee,0.21818181818181817
Nebraska,Crafts,0.7090909090909091
Nebraska,Eggs,0.7454545454545455
Nebraska,Flowers,0.5454545454545454
Nebraska,Fruits,0.8
Nebraska,Grains,0.05454545454545454
Nebraska,Herbs,0.7636363636363637
Nebraska,Honey,0.6909090909090909
Nebraska,Jams,0.8181818181818182
Nebraska,Juices,0.05454545454545454
Nebraska,Maple,0.14545454545454545
Nebraska,Meat,0.36363636363636365
Nebraska,Mushrooms,0.07272727272727272
Nebraska,Nursery,0.01818181818181818
Nebraska,Nuts,0.2545454545454545
